"","Rating","Review","reviewDate","rating_year"
"123",10,"One masterpiece i dunno any cons for this movie Epic movie which shows you the America of 30 s and the sins of the american dream One of the best mafia movies ever seen and the best from the trilogy","2014-01-06",2014
"124",9,"This review contains spoilers click expand to view I have had this movie for many months but i never got time to watch it Yesterday i did and i think like everybody say it is one of the best movies made ever Al Pacino who was not very popular at that time make his breakthrough performance and he is just great in the role of Michael Corleone About the legend Marlon Brando he is just phenomenal his facial expressions and husky voice just make his role one of the best characters It is based on Mario Puzo s novel about five fictional mafia families and Must say he did a great job on screenplay too There are some great as well as shocking scenes in this movie i e When Woltz wake up and finds a real severed head of a horse Sonny beats up his brother in law Carlo Prolonged fight between Connie and Carlo Death of Apollonia Vitelli Corleone Death scene of Sonny ambushed by gang members at toll The killings of all the other heads of Mafia families Moe Green Tesiso and Carlo I loved the setting and style James Caan Richard S Castellano Robert Duvall Diane Keaton Talia Shire did great jobs too Despite the many Anachronisms this movie is just marvellous I have read everything that Coppola dis to make this movie so outstanding Maybe the best gangster movie ever made Thanks Paramount Francis Ford Coppola and every Cast crew member related for producing this chef d oeuvre Expand","2013-12-23",2013
"125",10,"Greatest movie of all time enough said about 5 of the best actors of our life time all give oscar performances best acted film of all time and not to mention the best screenplay of all time love pacino in this but brando caan andGreatest movie of all time enough said about 5 of the best actors of our life time all give oscar performances best acted film of all time and not to mention the best screenplay of all time love pacino in this but brando caan and duvall also give us oscar perfor does not get any better than this at least i havent seen it yet Expand","2013-12-21",2013
"126",10,"I m going to throw him an offer he cant refuse The greatest film of all time words simply cannot give what marlon brando and coppola did for this movie is just showing you that nothing is impossible","2013-12-18",2013
"127",10,"This review contains spoilers click expand to view The Godfather is simply the god of films it was a privilege to watch the Oscar winning performance of Marlon Brando who conquered the role Vito Corleone The film was a different class and is filled with incredible plots that is delivered in a fantastic mafia way I recommend it to everyone even if they aren t into the gangster style films it was no doubt the greatest film ever made Each character resonates with you and the brilliant anti hero role of Michael Corleone was a true gift to watch which Al Pacino does not get enough credit for and was a genius replacement for Vito his father who s character was very difficult to equal The scene in the restaurant between Michael Sollozzo and McCluskey was magnificent and couldn t have been done any better the suspense was outstanding from the bit Michael came back with the gun to the part he left the table with bullets in both men When talking about leading you into movies the Godfather pulled you in straight away the acting from Brando was intriguingly flawless The first scene straight away brought the character Vito Corleone to life We were never sure what Vito would say or what Michael would do or how Sonny would react which made me fall in love with the movie And of course a big hand to the director Francis Ford Coppola who brought us a film of pure gold that bestows the control of power from one generation to the other and character development of Michael was something special when his father was shot the change took you by storm and when Sonny died he looked past justice and finished what his father had started it was displayed with no fault what so ever and t all in all could not have been any better The film take s you down the road of the powerful family crime dynasty and will blow your mind The Godfather is an offer you can t refuse Expand","2013-12-15",2013
"128",1,"I would say The Godfather is very overrated It has terribly tedious delivery and is basically just three hours of guys in suits sitting at a table talking about business","2013-12-12",2013
"129",10,"I m not a writer or a critic so I can t really tell you why this movie is perfect but I know it is because of how I feel every time I see it I m moved","2013-12-09",2013
"130",10,"The Godfather is not only one the greatest film of all movies It became a landmark achievement in the history of movie cinema It s so riveting powerful Jonathan32042talks First Review","2013-12-02",2013
"131",9,"A prime example of realism at its finest The aesthetics of the film are quite possibly the greatest and most accurate in cinematic history A brilliant film with a superb all star lineup","2013-11-24",2013
"132",10,"this is absolutely one of the best movies i ve ever saw in my hole life it have brilliant actings and an outstanding script it deserves more oscars than just 3 prizes","2013-11-23",2013
"133",10,"A Legend From here on the genre Gangster was born no movie could ever match The Godfather It is not one of the best it in fact is the best You just cannot ask for anything more in a movie","2013-11-22",2013
"134",6,"It s hard to find a moment in the film that isn t great The Godfather lives up to the term masterpiece The greatest gangster film ever made Coppola offers a rich and layered look at family and does so with an incredible cast and aIt s hard to find a moment in the film that isn t great The Godfather lives up to the term masterpiece The greatest gangster film ever made Coppola offers a rich and layered look at family and does so with an incredible cast and a meticulous amount of detail My FAVORITE MOVIE EVER MADE Expand","2013-10-28",2013
"135",10,"Before there was Goodfellas Donnie Brasco The Departed and Once Upon a Time in America there was the Godfather the godfather of all gangster movies the godfather of the 70s and the godfather of Francis Ford Coppola s career ItBefore there was Goodfellas Donnie Brasco The Departed and Once Upon a Time in America there was the Godfather the godfather of all gangster movies the godfather of the 70s and the godfather of Francis Ford Coppola s career It always hit the right notes and doesn t miss any of them It has not only reached its expectations but also made numerous benchmarks for American cinema Handled by Francis Ford Coppola s direction and screenplay co written with Mario Puzo the movie was based on his novel amazing performances by Marlon Brando Al Pacino James Caan Robert Duvall etc superb editing cinematography and Nino Rota s amazing score it is such a masterpiece that I wish to watch it again over and over The Godfather is everything you expected when it comes to gangster movies A wedding A horse s head A gun in a restaurant toilet Sicily Another wedding A car bomb A toll booth A orange peel A baptism A closed door Expand","2013-10-15",2013
"136",10,"The movie was good It was a good movie swaghestepikyololkejoidwajiojfaeliæjaflæwjfpoijkawfiopkwpodfkapåfwifpoawjfopawkfpowakfpåkawfpåwakfpåkwapokjfwpkfwa","2013-09-16",2013
"137",10,"The perfect film There s not a better overall film out there Not Citizen Kane not 2001 not Casablanca and not Raging Bull This film is a work of art and it s sequel is the greatest sequel of all time sorry Empire Strikes Back TheThe perfect film There s not a better overall film out there Not Citizen Kane not 2001 not Casablanca and not Raging Bull This film is a work of art and it s sequel is the greatest sequel of all time sorry Empire Strikes Back The Godfather is a masterpiece Expand","2013-09-15",2013
"138",10,"The Godfather is a very good movie If there were not many dialogues in this film I would have rated it with 9 It s not for 10 I think And it s 3 hours You can see that it s getting boring in some parts of the film The best movie of theThe Godfather is a very good movie If there were not many dialogues in this film I would have rated it with 9 It s not for 10 I think And it s 3 hours You can see that it s getting boring in some parts of the film The best movie of the trilogy was the second Expand","2013-08-30",2013
"139",10,"Artful visually and historically realistic Francis Ford Coppola makes his mark as his epic saga depicts in clear detail the dramatic story of a mafia family and it s struggles with the conflicts of other families in the heart ofArtful visually and historically realistic Francis Ford Coppola makes his mark as his epic saga depicts in clear detail the dramatic story of a mafia family and it s struggles with the conflicts of other families in the heart of crime filled New York City Expand","2013-08-22",2013
"140",10,"Que obra maestra De lo mejor que ha visto el cine en su historia Una excelente dirección guión historia Todo absolutamente todo Algo realmente impresionante","2013-08-15",2013
"141",10,"Films like The Godfather are the reason i have a lifelong passion and love for film A combination of writing acting cinematography and a thoroughly engrossing plot have undoubtedly created one of the greatest pieces of cinema point blank Films like The Godfather are the reason i have a lifelong passion and love for film A combination of writing acting cinematography and a thoroughly engrossing plot have undoubtedly created one of the greatest pieces of cinema point blank A mixture of drama thrill crime and even comic value have been masterfully scripted into a film so full of suspense and charm that it undeniably crosses the mind of ever film fanatic or casual movie lover out there Each and every scene of the film is carefully filmed to create a whole different world for the viewer to get involved in these scenes are intense personal but most importantly completely focused on who is onscreen each character has their moment and they each make their mark on this legendary film Perhaps the man who left the biggest mark was Marlon Brando who plays the titular character an underworld crime family boss who we are introduced to as an over the shoulder view he scratches his face with the back of his fingers he rolls his eyes strokes his cat and talks in a muffled tone all through the brilliance of Brando who used cotton wool to perfect the speech and rolled with a cat running on set something not scripted but perfect for the character Brando created the everlasting memory of Vito Corleone a man that when he opens his mouth a respectable silence falls upon the film acting at its best We are at his daughters wedding as the film opens from this there is a message set for the film family a man who doesn t spend time wit his family can never be a man says Vito one of the many quotes which made the film so memorable but it also shows the true heart of the film each of the sons this man has fathered look out for each other and all take part in the family business This business is told as a memorable reflection from Michael played in perfectly calm but conflicted fashion by Al Pacino who is the family member not quite sure what he wants not part of the business but suited for it We are immediately thrust into the struggles of each crime family as they attempt to get stakes in a new market something which Vito refuses to be a part of put also something that almost costs him his life With this the eldest and hot headed son steps forward Sonny James Caan who ignores the wishes of the consigliere Tom Robert Duvall and seeks revenge on those who wronged his family In the midst of all this there is a warming tone of a film with some truly touching performances and some unforgettable turns as gangsters in 1940s New York James Caan is well casted as the good naturedbut short tempered Sonny who wants power but also seems to want whats best for most of his family But its Al Pacino and Marlon Brando who excel the film to remarkable achievements Brando creates a character that simply couldn t be replicated or remade and Pacino plays a conflicted but right minded youngest brother he gets what he wants and Pacino shows excellence in his eyes and confident speaking A true journey of emotion heartache acceptance and love the film explores all areas of what it means to be true to oneself but also to forgive and forget this is a truly remarkable feat and a masterful film that has given us some of the most memorable characters we have ever known but also set a standard in the film industry as a force to be reckoned with even as the years since its release tick on Expand","2013-08-07",2013
"142",10,"La pelicula tiene muchas capas como una cebolla Tiene la particularidad que uno la ve varias veces en su vida y al margen que siempre se disfruta va cambiando la percepcion de la misma","2013-07-29",2013
"143",10,"This is the greatest movie ever made Marlon Brando gives the performance of a lifetime again Each supporting actor gives a stellar performance It is superbly paced and the running time doesn t fell long at all If you have not seenThis is the greatest movie ever made Marlon Brando gives the performance of a lifetime again Each supporting actor gives a stellar performance It is superbly paced and the running time doesn t fell long at all If you have not seen this movie go now and watch it Expand","2013-07-18",2013
"144",10,"The Godfather is one of the greatest films ever made Marlon Brando Al Pacino James Caan Robert Duvall Robert De Niro it can not get any better than that","2013-07-06",2013
"145",9,"I do not believe this is the greatest movie ever made I do believe it is the greatest drama ever created The Godfather is beautiful The characters give believable and moving performances and the story itself is gripping It s hard to sayI do not believe this is the greatest movie ever made I do believe it is the greatest drama ever created The Godfather is beautiful The characters give believable and moving performances and the story itself is gripping It s hard to say a movie such as the Godfather is better than Quentin Tarantino s masterpiece Pulp Fiction simply because they are worlds apart but for what this movie aspires to be it delivers on every level Expand","2013-06-19",2013
"146",8,"This film is a masterpiece Has great plot fabulous actors and magnificent story I liked it a lot The film on the restaurant is really good I liked it in general but i think it s over rated too Though it s a good film and a must see","2013-06-19",2013
"147",10,"Seems impossible anyone can make any movie better than The Godfather especially in the drama genre It is by now thoroughly integrated into American life and the film had the largest impact Some characters will remain ever and ever in the cinema","2013-05-20",2013
"148",10,"Violent well scripted and large this classic American recounts a dark period in the history of america so perfect and convincing with perfect performances from all his cast this movie will likely be immortal","2013-05-19",2013
"149",10,"The Godfather trilogy and I m one of the few who rates III up there with I and II finds a wonderful balance between a well paced story and some terrific crisis moments for its characters For those who may be concerned about whether or notThe Godfather trilogy and I m one of the few who rates III up there with I and II finds a wonderful balance between a well paced story and some terrific crisis moments for its characters For those who may be concerned about whether or not they will enjoy it I d suggest watching The Godfather Part I while keeping in mind that this is a story about Michael wanting to go straight to be good To society and to his family Expand","2013-05-04",2013
"150",10,"There are movies that I cannot judge with no bias as to its popularity This is one of them Consistently said to be one of the greatest movies of all time what I found very fascinating about it are Marlon Brando and the movie sThere are movies that I cannot judge with no bias as to its popularity This is one of them Consistently said to be one of the greatest movies of all time what I found very fascinating about it are Marlon Brando and the movie s authenticity I read the book after having watched the movie So each and every page I went through I couldn t help getting Brando s image on my mind over and again I mean I am so absorbed in his acting that I started living alongside him for the few days in which I went past the book And the authenticity yes it sure enough has enough to make viewer feel it s been made amid 1950s Newyork And there were this one liners Offer you cant refuse and all Add to the terrific things Tom Hagen yes I still recall Duvall as Hagen and Al pacino Pacino in particular takes acting to a new level Things only he can do with absolute coldness It is a well made movie with one of the all time great cast giving out brilliant performances I also would like to add I still prefer the part 2 over this one partly because of the fact that I am floored by De niro and Pacino in it and owing to some personal affection Expand","2013-05-02",2013
"151",10,"This movie surprise me on its level of greatness i m 17 years old and I never did watch any classics movies before but when I watch Godfather I was like what an epic movie this is its surprisingly awesome movie for 1972 and even betterThis movie surprise me on its level of greatness i m 17 years old and I never did watch any classics movies before but when I watch Godfather I was like what an epic movie this is its surprisingly awesome movie for 1972 and even better than most movies release today in the 21st century Godfather is like the God of gangsters movie Expand","2013-04-22",2013
"152",10,"I m one of those few people who watched The Godfather very late Nevertheless it had an impact on me like it did on many others I loved and cherished every moment of this film its beautifully written directed and acted It s one of thoseI m one of those few people who watched The Godfather very late Nevertheless it had an impact on me like it did on many others I loved and cherished every moment of this film its beautifully written directed and acted It s one of those few All Rounded Movies thus it comes as no surprise that its beloved by many Expand","2013-04-20",2013
"153",10,"How somebody could not give this a 10 10 is beyond me This is easily one of the best movies I have ever seen Marlon Brando Al Pacino and everybody else were fantastic in their roles and Francis Ford Coppola outdid himself here","2013-04-19",2013
"154",10,"Simply the best movie of all time I know it sounds cliche sorry to disappoint but the harsh truth Movie more closer to perfection doesn t exist","2013-04-15",2013
"155",8,"If you ask me what is the best movie of all time I will say It is NOT The Godfather Yes a lot of people around us say it is the best movie they have ever seen But most of them literally know that they know and undersand few aboutIf you ask me what is the best movie of all time I will say It is NOT The Godfather Yes a lot of people around us say it is the best movie they have ever seen But most of them literally know that they know and undersand few about this movie and they are repeating what others say Expand","2013-04-14",2013
"156",9,"It s easy to see why this is the highest rated film The acting is on another level the directing is not only gripping and atmospheric but it doesn t cut from one thing to another Everything that s important is shown all the dialogue allIt s easy to see why this is the highest rated film The acting is on another level the directing is not only gripping and atmospheric but it doesn t cut from one thing to another Everything that s important is shown all the dialogue all the detail The story is obviously what makes this film so great Although not an action movie some of the scenes make the typical modern Hollywood blockbuster look laughable The film is not only well directed and clever but also easy to follow The story isn t over complicated with a bundle of events which have no connection The only reason I m not giving it a 10 is because it s over 3 hours and for a film that long you d expect more to happen The film can be cut down by about half an hour without losing any narrative or quality Expand","2013-04-04",2013
"157",10,"The Godfather is a masterpiece With superb storytelling and incredible acting this film is not only the greatest crime film ever created but possibly the greatest film ever","2013-03-13",2013
"158",10,"One of the best ever strong at every level whether its from directing to any pinch of make up it suceeds","2013-03-09",2013
"159",10,"I find some negative reviews to be pointless either yammering on about how long the movie was slow is another one though many of these reviewers being kids and not quite used to the expository routines of late 60 s drama and committingI find some negative reviews to be pointless either yammering on about how long the movie was slow is another one though many of these reviewers being kids and not quite used to the expository routines of late 60 s drama and committing the reviewers sin of comparing it to other hyper spastic almost cartoonish crime dramas like Scarface and Pulp Fiction though exceptional in their own right There is a quality of this film that tributes a long forgotten style of story telling within subtlety the end result a beautifully woven opera of deceit betrayal loss and violence It is and will always be a film that reaches the highest levels of fiction wherein the film is preformed and not spoon fed to the audience heaven forbid you d have to do some actual thinking in order to complete a relatively easy 3 hours of story telling Expand","2013-02-27",2013
"160",10,"Um filme tão denso que você pode passar anos e anos assistindo e ainda se surpreender com as camadas da história Muito mais que uma aula de cinema Uma verdadeira lição de Vida","2013-02-17",2013
"161",10,"Absolutely an amazing film With spectacular acting by a marvelous cast and amazing filming by Coppola The use of shadows in this film in itself is a visual spectacle This film shows an amazing glimpse into the life of the early 20thAbsolutely an amazing film With spectacular acting by a marvelous cast and amazing filming by Coppola The use of shadows in this film in itself is a visual spectacle This film shows an amazing glimpse into the life of the early 20th century mafia A true classic that everyone should watch Expand","2013-02-10",2013
"162",10,"The Godfather requires a level of maturity to completely understand the story It s not for everyone but once you realize it s to your taste you will get pulled in the story and 3 hours will go by unnoticed Having said that it s not anThe Godfather requires a level of maturity to completely understand the story It s not for everyone but once you realize it s to your taste you will get pulled in the story and 3 hours will go by unnoticed Having said that it s not an action film it s a drama So if you disliked it because it didn t excite you you clearly went to the wrong movie A masterpiece deserves it s 10 10 score for producing a brilliant memorable mob drama Expand","2013-01-27",2013
"163",10,"This is the closest thing one can get to achieving perfection This movie showed that you don t need consistent foul language or gruesome violence to make a movie While there is some violence in it this movie was nothing like some other mobThis is the closest thing one can get to achieving perfection This movie showed that you don t need consistent foul language or gruesome violence to make a movie While there is some violence in it this movie was nothing like some other mob movies out there Scarface comes to mind This movie presented a shadier side of the American world in a classy interesting way I could go on for an hour about why this movie is so perfect but I think it can speak for itself If you haven t seen this movie yet I would highly recommend doing so Expand","2013-01-18",2013
"164",10,"This review contains spoilers click expand to view I cant understand when somebody says negative about this movie To me it s perfect the best picture of all times Idea director actors music composer make up everything is ideal I m lo vin it Expand","2013-01-18",2013
"165",10,"The best movie in Metacritic really is a great movie Francis Ford Coppola made and aced a great film which is better than his sequels Really well thought and made into a top hit Mafia detective movie One of Ford s best movies","2013-01-12",2013
"166",0,"This is the only movie I ve ever watched that has put me to sleep I imagine that the entire movie could have been put into about 1 8th the time and still have retained all of its meaning","2013-01-11",2013
"167",10,"This is a punchy brutal and gripping tale of family values and business that offers an unrivaled insight into the world of the mafia All the talk of honour sends a shiver down your spine at the seriousness and intimacy of the bond betweenThis is a punchy brutal and gripping tale of family values and business that offers an unrivaled insight into the world of the mafia All the talk of honour sends a shiver down your spine at the seriousness and intimacy of the bond between a man and his godfather Armed with a great cast and beautifully written script you cant go wrong with a film like this A true classic Expand","2012-12-23",2012
"168",9,"Excellent movie The Godfather is the perfection Excellent plot and everything else A must watch masterpiece That s the only 9 which I gave games included","2012-12-09",2012
"169",10,"A ceaselessly compelling and undeniably perfect film with unforgettable iconography and legendary performances everywhere Classic","2012-11-28",2012
"170",10,"The critic score says it all It is either you love this movie or you didn t understand it see this","2012-11-23",2012
"171",10,"The best film I have ever seen May get a fair amount of criticism nowadays but to think that this film was made 40 years ago that s pretty incredible","2012-11-15",2012
"172",10,"Best movies I ve seen in this year is Looper and batman the dark knight rises my all time favorite movie s are The Godfather 1972 Taxi Driver 1976 Carrie 1976 Scarface 1983 GoodFellas 1990 Raging Bull 1980 Casino 1995 Best movies I ve seen in this year is Looper and batman the dark knight rises my all time favorite movie s are The Godfather 1972 Taxi Driver 1976 Carrie 1976 Scarface 1983 GoodFellas 1990 Raging Bull 1980 Casino 1995 there masterpiece movies what i don t like are the silly remakes why a new carrie movie this is the 4th movie carrie the made it s just stupid Sissy Spacek and Piper Laurie are absolutely perfect they both got Oscar nominations out of it for God sake Expand","2012-10-16",2012
"173",10,"I forget The Godfather is in my list of masterpiece Taxi Driver 1976 Carrie 1976 The Silence of the Lambs 1991 12 Angry Men 1957 To Kill a Mockingbird 1962 Scarface 1983 Seven 1995","2012-10-15",2012
"174",5,"I watched it Didn t like it I found myself bored 30 minutes into the party scene at the start of the movie Not as good as i thought it would be I had a better time watching Goodfellas The Departed Scarface Once Upon A Time In America I watched it Didn t like it I found myself bored 30 minutes into the party scene at the start of the movie Not as good as i thought it would be I had a better time watching Goodfellas The Departed Scarface Once Upon A Time In America there good gangster movies I just don t get why people love it so much Expand","2012-08-20",2012
"175",4,"You know how when a friend is telling you a personal anecdote that he thinks is hilarious but you don t find very funny he ll say you had to have been there That s kind of how I feel about The Godfather By the time I watched this movieYou know how when a friend is telling you a personal anecdote that he thinks is hilarious but you don t find very funny he ll say you had to have been there That s kind of how I feel about The Godfather By the time I watched this movie I d seen so many impersonations of Don Corleone and parodies that it all felt almost comical Putting all that aside if that s even possible I still didn t enjoy this movie I found myself checking how much more I had to sit through multiple times And having seen what Al Pacino is capable of he seems very wooden in this My conclusion is that if you managed to see this movie before pop culture appropriated it and fed you their versions then you ll likely love it If like me you weren t around in the 70 s you might not get that much from it In other words you had to have been there Expand","2012-08-04",2012
"176",10,"Perfect in all the departments The Godfather is a masterpiece by Cappola Fulfills in fact sets a new definition for an all time classic If you are a true movie lover you ll adore The Godfather","2012-07-18",2012
"177",10,"There arenâ","2012-06-07",2012
"178",10,"I must say this is one of the best films of all time There is nothing wrong with it The plot is fantastic the characters are very flowing Al Pacino s performance is outstanding there s nothing I can say to him One of the bestI must say this is one of the best films of all time There is nothing wrong with it The plot is fantastic the characters are very flowing Al Pacino s performance is outstanding there s nothing I can say to him One of the best masterpieces of Francis Ford Coppola Expand","2012-05-25",2012
"179",4,"I ve never before been bored by a slow moving film Ever so much more weight is put on the horse head scene than it supports A husband wife fight is phoney weak amateur and isn t even peanuts compared to any such scene by Scorsese AI ve never before been bored by a slow moving film Ever so much more weight is put on the horse head scene than it supports A husband wife fight is phoney weak amateur and isn t even peanuts compared to any such scene by Scorsese A curly haired guy beats a guy up and it looks as fake as the fakest action I ve ever seen it was so bad it was hysterical As in the faintly superior sequel Robert Duvall s role consists almost entirely of standing around looking mildly concerned Early scenes with Brando are effective enough but not a whole lot else is That curly haired guy gets shot by a whole buncha guys later on and some friends asked me if I understood how and why the ambush happened as though I could possibly care why it happened or who he was I heard one person complain that the film insists on itself but it seemed to me more like it didn t even care it existed At the moment this movie has nearly five hundred and fifty thousand votes on I M D B but Goodfellas has only three hundred and twenty five thousand and Casino barely over a hundred and fifty thousand Sad But Francis Ford went on to make an infinitely better film only seven years later and his daughter an unutterably better one three decades later and so the Family thrives Expand","2012-03-27",2012
"180",9,"no one is arguing this is a bad movie you would have to be an idiot to argue that but one can defiantly argue it is an overrated movie A wonderful movie probably in the top 20 movies of all time but to be honest i liked part II better evenno one is arguing this is a bad movie you would have to be an idiot to argue that but one can defiantly argue it is an overrated movie A wonderful movie probably in the top 20 movies of all time but to be honest i liked part II better even thought it was longer it was more interesting there are many scenes in this movie that it wcould have done without and the whole love interest in Sicily was just unnecessary uninteresting and unrealistic Expand","2012-03-19",2012
"181",9,"The Godfather is the reason that we watch movies to this vey day It really defined a film as not just entertainment but an art form One that is to be respected and admired and everything about this film is incredible Especially Brando sThe Godfather is the reason that we watch movies to this vey day It really defined a film as not just entertainment but an art form One that is to be respected and admired and everything about this film is incredible Especially Brando s performance as Vito Corleone Pure art Expand","2012-03-18",2012
"182",10,"it gave me wood","2012-03-10",2012
"183",9,"Whenever I asked if this was a good film or not I either heard it was extremely good or I haven t seen it but yeah it s good And when I finally found the time to sit through it I couldn t believe what I had been missing This is theWhenever I asked if this was a good film or not I either heard it was extremely good or I haven t seen it but yeah it s good And when I finally found the time to sit through it I couldn t believe what I had been missing This is the greatest crime film I ve have ever seen Everything from the directing and acting to the soundtrack and even thought its over two hours the pacing Expand","2012-02-24",2012
"184",10,"You hear all this hype surrounding The Godfather such as it s a masterpiece and the movie is included in countless critics and moviegoers top 10 movies of all time I m afraid they re right The movie is a masterpiece and a beautifulYou hear all this hype surrounding The Godfather such as it s a masterpiece and the movie is included in countless critics and moviegoers top 10 movies of all time I m afraid they re right The movie is a masterpiece and a beautiful piece of art that surpasses most films I have ever seen From a technical standpoint it s flawless Expand","2012-02-13",2012
"185",10,"Its one of the greatest films of all time for a reason The acting is amazing The story telling is great It has a few minor flaws such as when Sunny beats up Connie s husband that was a terrible fight scene Yet all the minor flaws areIts one of the greatest films of all time for a reason The acting is amazing The story telling is great It has a few minor flaws such as when Sunny beats up Connie s husband that was a terrible fight scene Yet all the minor flaws are completely forgetable because the movie is that good Expand","2012-01-29",2012
"186",10,"Listen up naysayers Yeah It does deserve a perfect score Family This film gives new definition to the word The love that the Corleones have for each other in this film is so strong yet it is also complicated With a family business thatListen up naysayers Yeah It does deserve a perfect score Family This film gives new definition to the word The love that the Corleones have for each other in this film is so strong yet it is also complicated With a family business that is built upon a foundation of violence the Corleones are destined for tragedy Starring Marlon Brando as the Don and Al Pacino as his son Michael this film is the unquestionable magnum opus of Francis Ford Coppola This is the premier mafia motion picture Expand","2012-01-26",2012
"187",10,"A cinematic masterpiece In the top 100 movies list for a reason For those people You know who you are and I m not going to individually name you who gave this movie a bad review simply put you have no brain or very simple minded maybeA cinematic masterpiece In the top 100 movies list for a reason For those people You know who you are and I m not going to individually name you who gave this movie a bad review simply put you have no brain or very simple minded maybe brain dead moron movies like Freddy got Fingered or Dumb and Dumberer yes the prequel to Dumb and Dumber because the first movie might be way to complicated for you is better suited for you This is why I hate forums like this because some idiots of the world need some face punching for their insulting stupidity Expand","2012-01-15",2012
"188",9,"Qu il est bon de voir et revoir ce chef d oeuvre qu est incontestablement Le Parrain Ce film qui surpasse tout long mÃ trage racontant des histoires mafieuses Scarface Donnie Brasco Les Affranchis qui ontQu il est bon de voir et revoir ce chef d oeuvre qu est incontestablement Le Parrain Ce film qui surpasse tout long mÃ trage racontant des histoires mafieuses Scarface Donnie Brasco Les Affranchis qui ont Ã tÃ rÃ alisÃ s jusqu Ã ce jour Il est sÃ r que le rythme de ce Parrain est plutÃ t lent sans compter sa durÃ e de 2h58 mais c est justement cela qui fait son charme pendant 3h on se prÃ occupe bien plus du destin d une famille de la mafia plutÃ t que de ses agissements violents et inÃ gaux Ainsi les protagonistes sont travaillÃ s Ã crits et interprÃ tÃ s Ã la perfection Mais Le Parrain peut Ã galement compter sur sa bande son et sa mise en scÃ ne jeux de lumiÃ re photographie dÃ cors costumes maquillages qui le rendent authentique et envoÃ tant de bout en bout Un vÃ ritable pilier du cinÃ ma Expand","2012-01-09",2012
"189",10,"Like Babe Ruth is to baseball like John Steinbeck is to writing their is no doubt about it The Godfather is the greatest film of all time Never before have we seen performances so stellar by Marlon Brando Al Pacino James Caan RobertLike Babe Ruth is to baseball like John Steinbeck is to writing their is no doubt about it The Godfather is the greatest film of all time Never before have we seen performances so stellar by Marlon Brando Al Pacino James Caan Robert Duvall and everyone else The Godfather has little life lessons everywhere Along with an engaging plot that just completes the most critically acclaimed film of all time The Godfather is Francis Ford Coppola s masterpiece Expand","2011-12-28",2011
"190",10,"Like Babe Ruth is to baseball like John Steinbeck is to writing their is no doubt about it The Godfather is the greatest film of all time Never before have we seen performances so stellar by Marlon Brando Al Pacino James Caan RobertLike Babe Ruth is to baseball like John Steinbeck is to writing their is no doubt about it The Godfather is the greatest film of all time Never before have we seen performances so stellar by Marlon Brando Al Pacino James Caan Robert Duvall and everyone else The Godfather has little life lessons everywhere Along with an engaging plot that just completes the most critically acclaimed film of all time The Godfather is Francis Ford Coppola s masterpiece Expand","2011-12-27",2011
"191",10,"To simply put it The Godfather is an film that is honed to prefection It is so good that I no longer have words to describe how amazing the film is Pure greatness The Godfather gets just about everything right in this compellingTo simply put it The Godfather is an film that is honed to prefection It is so good that I no longer have words to describe how amazing the film is Pure greatness The Godfather gets just about everything right in this compelling masterpiece that will be forever remembered and emulated the godfather of modern films I can see why this film is so big so revolutionary so influential No other film stands a chance against this monster of a film The acting is top notch and the plot the plot is amazing with a crime epic tale that will always be remembered immortalized forever Al Pacino and Marlon Brando give stellar performances in their greatest movie ever The amount of emotion in The Godfather is amazing too as the you clearly feel each character s emotion and are drawn into it The moments staying forever in your mind because it is so amazing The Godfather reinvents the way I look at movies my view of them has changed forever as I see how masterful this film is It crushes every other film no other film will ever come close to knocking The Godfather off its pedestal of greatness Flaws this sounds mundane but I cannot say it any other way there are like ZERO flaws in the film I scrutinized but could not find any at all The good aspects deeply mask the film s bad aspects so a perfect movie has been created in a sense that is amazing I have not given a movie a perfect 10 out of 10 I have not seen a movie worthy of the all time high but that changes with The Godfather and it is well deserved Overall The Godfather is a flat out amazing film that will always be beast and smoke every other movie out there this film will be a film that everyone will mention when asked what do you think are the greatest movies of all time The Godfather is pure perfection of films honed to the highest aspects This is not a great movie this is a revolutionary film I love it Breakdown for The Godfather Presentation 10 Plot 10 Acting 10 Script 10 Lasting Appeal 10 Verdict 10 out of 10 Masterpiece the best movie I have ever seen Expand","2011-12-06",2011
"192",10,"This movie is easily one of the greatest if not the greatest movies of all time From start to finish The Godfather is as perfect as perfect can get","2011-11-29",2011
"193",10,"The Godfather is one of the greatest films of all time no doubt It is fueled by one of the greatest acting casts of all time including Marlon Brando Al Pacino James Caan and Robert Duvall If you don t like it because of it s violence The Godfather is one of the greatest films of all time no doubt It is fueled by one of the greatest acting casts of all time including Marlon Brando Al Pacino James Caan and Robert Duvall If you don t like it because of it s violence please be selfless and don t rate it The Godfather is a story about the mafia and it s corruption on society Expand","2011-11-28",2011
"194",10,"There is a reason why its considered one of the greatest films of all time The Godfather is as near perfect as perfect can be and its great from start to finish","2011-11-26",2011
"195",10,"Boring Really I m twelve and I watched the whole thing in one sitting not to mention it s my favorite movie So seriously go watch some of Al Pacino s latest films if you don t like this You ll probably love Jack and Jill","2011-11-25",2011
"196",7,"The Godfather is what I think a vastly overrated movie However it does have its strength and upon a second viewing I was able to enjoy it But it s its sequel that s the true masterpiece","2011-11-25",2011
